Code;Identification;Code de l'instrument lié;Ident. de l'instrument lié;Valeur nominale;Unité;Désignation;Type de relation;Commentaire;Étalonné;Groupe;N° de voie
PLAST-60;CSCR0951;PLAST-60;CSCR0971;;;;;;1;/;
PLAST-60;CSCR0963;PLAST-60;CLAB0342;;;;Non spécifié;;1;/;
PLAST-60;CSCR0963;PLAST-60;CLAB0431;;;;Non spécifié;;1;/;
PLAST-60;CSCR0964;PLAST-60;CLAB0156;;;;Non spécifié;;1;/;
PLAST-60;CSCR0964;PLAST-60;CLAB0431;;;;Non spécifié;;1;/;
PLAST-60;CSCR0976;PLAST-60;CLAB0194;;;;;;1;/;
PLAST-60;CSCR0976;PLAST-60;CLAB0213;;;;;;1;/;
PLAST-60;CSCR0977;PLAST-60;CLAB0194;;;;;;1;/;
PLAST-60;CSCR0977;PLAST-60;CLAB0196;;;;;;1;/;
PLAST-60;CSCR0978;PLAST-60;CLAB0194;;;;Non spécifié;;1;/;
PLAST-60;CSCR0978;PLAST-60;CLAB0196;;;;Non spécifié;;1;/;
PLAST-60;CSCR0979;PLAST-60;CLAB0194;;;;Non spécifié;;1;/;
PLAST-60;CSCR0979;PLAST-60;CLAB0196;;;;Non spécifié;;1;/;
PLAST-60;CSCR0980;PLAST-60;CLAB0194;;;;Non spécifié;;1;/;
PLAST-60;CSCR0980;PLAST-60;CLAB0196;;;;Non spécifié;;1;/;
PLAST-60;CSCR0981;PLAST-60;CLAB0194;;;;Non spécifié;;1;/;
PLAST-60;CSCR0981;PLAST-60;CLAB0196;;;;Non spécifié;;1;/;
PLAST-60;CSCR0982;PLAST-60;CLAB0194;;;;Non spécifié;;1;/;
PLAST-60;CSCR0982;PLAST-60;CLAB0196;;;;Non spécifié;;1;/;
PLAST-60;CSCR0990;PLAST-60;CSCR0992;;;;Non spécifié;;1;/;
PLAST-60;CSCR0990;PLAST-60;CSCR0994;;;;Non spécifié;;1;/;
PLAST-60;CSCR0991;PLAST-60;CSCR0992;;;;Non spécifié;;1;/;
PLAST-60;CSCR0991;PLAST-60;CSCR0994;;;;Non spécifié;;1;/;
PLAST-60;CSCR0997;PLAST-60;CSCR0992;;;;Non spécifié;;1;/;
PLAST-60;CSCR0997;PLAST-60;CSCR0993;;;;Non spécifié;;1;/;
PLAST-60;CSCR0998;PLAST-60;CSCR0992;;;;Non spécifié;;1;/;
PLAST-60;CSCR0998;PLAST-60;CSCR0993;;;;Non spécifié;;1;/;
PLAST-60;CSCR0999;PLAST-60;CLAB0411;;;;Non spécifié;;1;/;
PLAST-60;CSCR0999;PLAST-60;CLAB0502;;;;Non spécifié;;1;/;
PLAST-60;CSCR1000;PLAST-60;CLAB0261;;;;Non spécifié;;1;/;
PLAST-60;CSCR1000;PLAST-60;CLAB0502;;;;Non spécifié;;1;/;
PLAST-60;CSCR1014;PLAST-60;CSCR1014-01;;;;;;1;/;
PLAST-60;CSCR1014;PLAST-60;CSCR1014-02;;;;;;1;/;
PLAST-60;CSCR1014;PLAST-60;CSCR1014-03;;;;;;1;/;
PLAST-60;CSCR1014;PLAST-60;CSCR1014-04;;;;;;1;/;
PLAST-60;CSCR1014;PLAST-60;CSCR1014-05;;;;;;1;/;
PLAST-60;CSCR1014;PLAST-60;CSCR1014-06;;;;;;1;/;
PLAST-60;CSCR1016;PLAST-60;CLAB0092;;;;;;1;/;
PLAST-60;CSCR1016;PLAST-60;CLAB0234;;;;;;1;/;
PLAST-60;CSCR1017;PLAST-60;CLAB0188;;;;Non spécifié;;1;/;
PLAST-60;CSCR1017;PLAST-60;CLAB0234;;;;Non spécifié;;1;/;
PLAST-60;CSCR1026;PLAST-60;CLAB0522;;;;;;1;/;
PLAST-60;CSCR1026;PLAST-60;CLAB0529;;;;;;1;/;
PLAST-60;CSCR1059;PLAST-60;CLAB0522;;;;Non spécifié;;1;/;
PLAST-60;CSCR1059;PLAST-60;CLAB0524;;;;;;1;/;
PLAST-60;CSCR1060;PLAST-60;CLAB0522;;;;Non spécifié;;1;/;
PLAST-60;CSCR1060;PLAST-60;CLAB0525;;;;Non spécifié;;1;/;
PLAST-60;CSCR1062;PLAST-60;CLAB0155;;;;Non spécifié;;1;/;
PLAST-60;CSCR1062;PLAST-60;CLAB0432;;;;Non spécifié;;1;/;
PLAST-60;CSCR1063;PLAST-60;CLAB0155;;;;Non spécifié;;1;/;
PLAST-60;CSCR1063;PLAST-60;CLAB0348;;;;Non spécifié;;1;/;
