Code;Identification;Localisation;Domaine de mesure;Famille d'instrument;Désignation;Etat d'utilisation;Fourniseur;Gestionnaire;Intervention;Périodicité Arg;Périodicité Nb;Procédure;Tolérance;Tolérance Arg;Durée (j);Durée (h);Durée (min);Seuil alerte;Seuil alerte Arg;Type périodicité;Calcul de périodicité;Date campagne;Anticipation;Nom intervention mise en sommeil;Nom intervention remise en service;Lieu d'intervention;Entrée/Sortie via mouvements;Prestataire;Détail;Coefficient d'utilisation
PLAST-60;CCAL0192;MECATRONIQUE / CAL / Armoire;Dimensionnel;Variable;Inclinometer;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0193;MECATRONIQUE / CAL / Alexis GAUTIER ;Pression;Variable;Pressure sensor;Réformé;;F. TETAUD;Etalonnage/Vérification;Mois;12;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0194;MECATRONIQUE / CAL / Alexis GAUTIER ;Pression;Variable;Pressure sensor;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;12;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0195;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature sensor;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0196;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature sensor;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0197;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature sensor;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0198;MECATRONIQUE / CAL / SANOGO Yacouba;Pression;Variable;Pressure sensor;Réformé;;F. TETAUD;Etalonnage/Vérification;Mois;12;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0199;MECATRONIQUE / CAL / Armoire;/;/;CANcase XL;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0200;MECATRONIQUE / CAL / Armoire;Electrique;Variable;NI 9263;Etalonnage/Vérification en cours;;F. TETAUD;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0201;MECATRONIQUE / CAL / Armoire;Electrique;Variable;NI 9263;Etalonnage/Vérification en cours;;F. TETAUD;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES;;
PLAST-60;CCAL0202;MECATRONIQUE / CAL / Armoire;/;/;VN1640;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0203;MECATRONIQUE / CAL / Armoire;/;/;VN1640;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0204;MECATRONIQUE / CAL / Armoire;/;/;VN1640;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0205;MECATRONIQUE / CAL / Armoire;/;/;VN1640;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0206;MECATRONIQUE / CAL / Armoire;/;/;VN1640;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0207;MECATRONIQUE / CAL / Armoire;Electricité;Variable;NI USB X SERIES DAQ;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0208;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Stabilised power supply;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;/;;
PLAST-60;CCAL0209;MECATRONIQUE / CAL / Armoire;Electricité;Variable;NI CDAQ 9174;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0210;MECATRONIQUE / CAL / Armoire;Electricité;Variable;NI CDAQ 9174;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0211;MECATRONIQUE / CAL / Armoire;Electricité;Variable;NI CDAQ 9174;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0212;MECATRONIQUE / CAL / Bench 2;Electricité;Variable;NI CDAQ 9178;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0213;MECATRONIQUE / CAL / Armoire;Electricité;Variable;NI CDAQ 9178;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0214;MECATRONIQUE / CAL / Armoire;Electricité;Variable;NI CDAQ 9172;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0215;MECATRONIQUE / CAL / Armoire;Electricité;Variable;NI CDAQ 9174;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0216;MECATRONIQUE / CAL / Armoire;Electricité;Variable;NI CDAQ 9178;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0217;MECATRONIQUE / CAL / Armoire;Electricité;Variable;NI CDAQ 9178;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0218;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Chimie;Variable;Refractometer;En service;;Y.SKOCZEK;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0219;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02;Chimie;Variable;Refractometer;Réformé;;Y.SKOCZEK;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;;;
PLAST-60;CCAL0220;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;12;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0221;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+ METRO;;
PLAST-60;CCAL0222;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;PLASTICOMNIUM;;
PLAST-60;CCAL0223;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0224;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+ METRO;;
PLAST-60;CCAL0225;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+ METRO;;
PLAST-60;CCAL0226;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;;;
PLAST-60;CCAL0227;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Réformé;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;;;
PLAST-60;CCAL0228;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;;;
PLAST-60;CCAL0229;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;;;
PLAST-60;CCAL0230;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+;;
PLAST-60;CCAL0231;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0232;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;12;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0233;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0234;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;;;
PLAST-60;CCAL0235;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+;;
PLAST-60;CCAL0236;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;PLASTICOMNIUM;;
PLAST-60;CCAL0237;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;;;
PLAST-60;CCAL0238;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+ METRO;;
PLAST-60;CCAL0239;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Réformé;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;;;
PLAST-60;CCAL0240;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Stabilised power supply;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+;;
PLAST-60;CCAL0241;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Stabilised power supply;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0242;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Stabilised power supply;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+;;
PLAST-60;CCAL0243;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Stabilised power supply;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0244;MECATRONIQUE / CAL / SCR-121;Electricité;Variable;Stabilised power supply;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+;;
PLAST-60;CCAL0245;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Stabilised power supply;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+;;
PLAST-60;CCAL0246;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Stabilised power supply;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+;;
PLAST-60;CCAL0247;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Stabilised power supply;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0248;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Communication tool CAN;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;12;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0249;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Communication tool CAN;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;12;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0250;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Communication tool CAN;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;12;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0251;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Communication tool CAN;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;12;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0252;METROLOGIE / QUA / Zone calibration;Température;Etalon;Temperature refence;En service;;K.TALEB;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0253;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Réformé;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;;;
PLAST-60;CCAL0254;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Réformé;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0255;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Réformé;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0256;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Réformé;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0257;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0258;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Stabilised power supply;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0259;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Stabilised power supply;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+;;
PLAST-60;CCAL0260;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Stabilised power supply;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0261;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Stabilised power supply;Réformé;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;SITE;;
PLAST-60;CCAL0262;MECATRONIQUE / CAL / Armoire;Pression;Variable;Pressure sensor;Réformé;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;PLASTICOMNIUM;;
PLAST-60;CCAL0263;MECATRONIQUE / CAL / Armoire;Pression;Variable;Pressure sensor;Réformé;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0264;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Oscilloscope;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0265;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Oscilloscope;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0266;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Stabilised power supply;Réformé;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0267;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Stabilised power supply;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0268;MECATRONIQUE / CAL / Cuve 1;Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;12;/;1;Jours;;;;1;Jours;Non;Glissante;;;;;Aucun;Oui;LNE;;1,0
PLAST-60;CCAL0269;MECATRONIQUE / CAL / Cuve 2;Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;12;/;1;Jours;;;;1;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;1,0
PLAST-60;CCAL0270;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Clamb ammeter;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;SITE;;
PLAST-60;CCAL0271;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Differential probe;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0272;MECATRONIQUE / CAL / Armoire;Divers;Divers;Box Ad scan;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;12;;;;;;;;;Oui;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0273;MECATRONIQUE / CAL / Armoire;Divers;Divers;Box Ad scan;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;60;;;Jours;;;;;Jours;Oui;Glissante;;;;;Aucun;Oui;A+METROLOGIE;;
PLAST-60;CCAL0274;MECATRONIQUE / CAL / Armoire;/;/;CANcase XL;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0275;MECATRONIQUE / CAL / Armoire;/;/;VN1630A;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0276;MECATRONIQUE / CAL / Armoire;/;/;VN1630A;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0277;MECATRONIQUE / CAL / Armoire;/;/;VN1630A;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0278;MECATRONIQUE / CAL / Armoire;/;/;VN1630A;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0279;MECATRONIQUE / CAL / Armoire;/;/;VN1630A;Réformé;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0280;MECATRONIQUE / CAL / Armoire;/;/;VN1630A;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0281;MECATRONIQUE / CAL / Armoire;Masse;Variable;scale;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;1;Jours;;;;1;Jours;Non;Glissante;;;;;En laboratoire;Oui;KERN;;1,0
PLAST-60;CCAL0282;MECATRONIQUE / CAL / Armoire;Masse;Variable;scale;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;1;Jours;;;;1;Jours;Non;Glissante;;;;;En laboratoire;Oui;KERN;;1,0
PLAST-60;CCAL0283;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Multimeter;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0284;MECATRONIQUE / CAL / Cuve récupération;Electricité;Variable;Multimeter;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0285;MECATRONIQUE / CAL / Cuve 1;Dimensionnel;Variable;Level sensor;Non soumis à l'étalonnage;;F. TETAUD;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0286;MECATRONIQUE / CAL / Cuve 1;Dimensionnel;Variable;Level sensor;Non soumis à l'étalonnage;;F. TETAUD;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0287;MECATRONIQUE / CAL / Cuve 2;Dimensionnel;Variable;Level sensor;Non soumis à l'étalonnage;;F. TETAUD;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0288;MECATRONIQUE / CAL / Cuve 2;Dimensionnel;Variable;Level sensor;Non soumis à l'étalonnage;;F. TETAUD;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0289;MECATRONIQUE / CAL / Cuve 3;Dimensionnel;Variable;Level sensor;Non soumis à l'étalonnage;;F. TETAUD;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0290;MECATRONIQUE / CAL / Cuve 3;Dimensionnel;Variable;Level sensor;Non soumis à l'étalonnage;;F. TETAUD;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0291;MECATRONIQUE / CAL / Zone refroiddissement cuve;Pression;Variable;Manometer needle;Non soumis à l'étalonnage;;F. TETAUD;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0292;MECATRONIQUE / CAL / Zone refroiddissement cuve;Pression;Variable;Manometer needle;Non soumis à l'étalonnage;;F. TETAUD;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0293;MECATRONIQUE / CAL / Zone refroiddissement cuve;Pression;Variable;Manometer needle;Non soumis à l'étalonnage;;F. TETAUD;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0294;MECATRONIQUE / CAL / Zone Mixeur;Débit;Variable;Flowmeter;Non soumis à l'étalonnage;;F. TETAUD;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0295;MECATRONIQUE / CAL / Zone Mixeur;Dimensionnel;Variable;Level sensor;Non soumis à l'étalonnage;;F. TETAUD;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0296;MECATRONIQUE / CAL / Zone Mixeur;Dimensionnel;Variable;Level sensor;Non soumis à l'étalonnage;;F. TETAUD;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0297;MECATRONIQUE / CAL / Jaugeage urée;Dimensionnel;Variable;Level sensor;Non soumis à l'étalonnage;;F. TETAUD;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0298;MECATRONIQUE / CAL / Zone cuve de test;Dimensionnel;Variable;Level sensor;Non soumis à l'étalonnage;;F. TETAUD;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
