Code;Identification;Localisation;Domaine de mesure;Famille d'instrument;Désignation;Etat d'utilisation;Fourniseur;Gestionnaire;Intervention;Périodicité Arg;Périodicité Nb;Procédure;Tolérance;Tolérance Arg;Durée (j);Durée (h);Durée (min);Seuil alerte;Seuil alerte Arg;Type périodicité;Calcul de périodicité;Date campagne;Anticipation;Nom intervention mise en sommeil;Nom intervention remise en service;Lieu d'intervention;Entrée/Sortie via mouvements;Prestataire;Détail;Coefficient d'utilisation
PLAST-60;CCAL0299;MECATRONIQUE / CAL / Zone cuve de test;Dimensionnel;Variable;Level sensor;Non soumis à l'étalonnage;;F. TETAUD;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0300;MECATRONIQUE / CAL / Zone cuve de test;Dimensionnel;Variable;Level sensor;Sommeil;;F. TETAUD;Etalonnage/Vérification;Mois;12;/;1;Jours;;;;1;Jours;Non;Glissante;;;;;En laboratoire;Oui;LNE;;1,0
PLAST-60;CCAL0301;MECATRONIQUE / CAL / Zone cuve de test;Dimensionnel;Variable;Level sensor;Sommeil;;F. TETAUD;Etalonnage/Vérification;Mois;12;/;1;Jours;;;;1;Jours;Non;Glissante;;;Mise en sommeil;Remise en service;En laboratoire;Oui;LNE;;1,0
PLAST-60;CCAL0302;MECATRONIQUE / CAL / Zone cuve de test;Dimensionnel;Variable;Level sensor;Sommeil;;F. TETAUD;Etalonnage/Vérification;Mois;12;/;1;Jours;;;;1;Jours;Non;Glissante;;;Mise en sommeil;Remise en service;En laboratoire;Oui;LNE;;1,0
PLAST-60;CCAL0303;MECATRONIQUE / CAL / Zone cuve de test;Température;Variable;Temperature sensor;Sommeil;;F. TETAUD;Etalonnage/Vérification;Mois;12;/;1;Jours;;;;1;Jours;Non;Glissante;;;Mise en sommeil;Remise en service;En laboratoire;Oui;LNE;;1,0
PLAST-60;CCAL0304;MECATRONIQUE / CAL / Armoire;Pression;Variable;Pressure sensor;Réformé;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0305;MECATRONIQUE / CAL / Armoire;Pression;Variable;Pressure sensor;Réformé;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0306;MECATRONIQUE / CAL / Armoire;Température;Variable;Ad scan;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;60;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0307;MECATRONIQUE / CAL / Armoire;Electricité;Variable;NI 9205;En service;;F. TETAUD;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0308;MECATRONIQUE / CAL / Armoire;Electricité;Variable;NI 9205;En service;;F. TETAUD;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0309;MECATRONIQUE / CAL / Armoire;Electricité;Variable;NI 9205;En service;;F. TETAUD;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0310;MECATRONIQUE / CAL / Armoire;Electrique;Variable;NI 9263;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0311;MECATRONIQUE / CAL / Armoire;Electrique;Variable;NI 9263;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0312;MECATRONIQUE / CAL / Armoire;Electrique;Variable;NI 9263;En service;;F. TETAUD;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0313;MECATRONIQUE / CAL / Armoire;Electrique;Variable;NI 9263;En service;;F. TETAUD;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0314;MECATRONIQUE / CAL / Armoire;Electricité;Variable;NI CDAQ 9174;Non soumis à l'étalonnage;;F. TETAUD;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0315;MECATRONIQUE / CAL / Armoire;Electricité;Variable;NI CDAQ 9174;Non soumis à l'étalonnage;;F. TETAUD;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0316;MECATRONIQUE / CAL / Armoire;Electricité;Variable;NI CDAQ 9174;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0317;MECATRONIQUE / CAL / Armoire;Electricité;Variable;NI CDAQ 9174;Non soumis à l'étalonnage;;F. TETAUD;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0318;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Current probe;Etalonnage/Vérification en cours;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0319;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Current probe;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0320;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Differentiel probe;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0321;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Differentiel probe;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0322;MECATRONIQUE / CAL / Armoire;Masse;Variable;scale;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;1;Mois;;;;2;Mois;Non;Glissante;;;;;En laboratoire;Oui;KERN;;1,0
PLAST-60;CCAL0323;MECATRONIQUE / CAL / Armoire;Masse;Variable;scale;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;1;Mois;;;;2;Mois;Non;Glissante;;;;;En laboratoire;Oui;KERN;;1,0
PLAST-60;CCAL0324;MECATRONIQUE / CAL / Armoire;Masse;Variable;Scale;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;1;Mois;;;;2;Mois;Non;Glissante;;;;;En laboratoire;Oui;KERN;;1,0
PLAST-60;CCAL0325;MECATRONIQUE / CAL / Armoire;Masse;Variable;Scale;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;1;Mois;;;;2;Mois;Non;Glissante;;;;;En laboratoire;Oui;KERN;;1,0
PLAST-60;CCAL0326;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Module;Non soumis à l'étalonnage;;F. TETAUD;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0327;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Module;Non soumis à l'étalonnage;;F. TETAUD;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0328;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Module;Non soumis à l'étalonnage;;F. TETAUD;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0329;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Module;Non soumis à l'étalonnage;;F. TETAUD;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0330;MECATRONIQUE / CAL / Armoire;Pression;Variable;Pressure sensor;Réformé;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+MET-90;;1,0
PLAST-60;CCAL0331;MECATRONIQUE / CAL / Armoire;Pression;Variable;Pressure sensor;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0332;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+METROLOGIE;;
PLAST-60;CCAL0333;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+METROLOGIE;;
PLAST-60;CCAL0334;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+METROLOGIE;;
PLAST-60;CCAL0335;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0336;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+METROLOGIE;;
PLAST-60;CCAL0337;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+METROLOGIE;;
PLAST-60;CCAL0338;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+METROLOGIE;;
PLAST-60;CCAL0339;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;;;
PLAST-60;CCAL0340;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+METROLOGIE;;
PLAST-60;CCAL0341;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+METROLOGIE;;
PLAST-60;CCAL0342;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;;;
PLAST-60;CCAL0343;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+ METRO;;
PLAST-60;CCAL0344;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+METROLOGIE;;
PLAST-60;CCAL0345;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;;;
PLAST-60;CCAL0346;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;;;
PLAST-60;CCAL0347;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;;;
PLAST-60;CCAL0348;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;12;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0349;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;PLASTICOMNIUM;;
PLAST-60;CCAL0350;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;PLASTICOMNIUM;;
PLAST-60;CCAL0351;MECATRONIQUE / CAL / Armoire;Température;Variable;Temperature recorder;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+METROLOGIE;;
PLAST-60;CCAL0352;MECATRONIQUE / CAL / Armoire;Pression;Variable;Presseure sensor;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0353;MECATRONIQUE / CAL / Armoire;Pression;Variable;Presseure sensor;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0354;MECATRONIQUE / CAL / Bench 3;Electricité;Variable;Stabilised power supply;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;Distrame;;
PLAST-60;CCAL0355;MECATRONIQUE / CAL / Bench 3;Electricité;Variable;Stabilised power supply;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;Distrame;;
PLAST-60;CCAL0356;MECATRONIQUE / CAL / Armoire;Pression;Variable;Presseure sensor;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0357;MECATRONIQUE / CAL / Armoire;Pression;Variable;Presseure sensor;Réformé;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0358;MECATRONIQUE / CAL / Armoire;Pression;Variable;Presseure sensor;Réformé;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0359;MECATRONIQUE / CAL / Armoire;Pression;Variable;Presseure sensor;Réformé;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0360;MECATRONIQUE / CAL / Armoire;Pression;Variable;Presseure sensor;Réformé;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0361;MECATRONIQUE / CAL / Armoire;Pression;Variable;Presseure sensor;Etalonnage/Vérification en cours;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;Keller;;1,0
PLAST-60;CCAL0362;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Communication tool CAN;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0363;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Communication tool CAN;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0364;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Communication tool CAN;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0365;MECATRONIQUE / CAL / Banc mobile 2;Electricité;Variable;Stabilised power supply;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;Distrame;;
PLAST-60;CCAL0366;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Clamb ammeter;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0367;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Clamb ammeter;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0368;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Clamb ammeter;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0369;MECATRONIQUE / CAL / Cuve récupération;/;/;Levek sensor;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0370;MECATRONIQUE / CAL / Cuve récupération;Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0371;MECATRONIQUE / CAL;/;/;VN1630A;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0372;MECATRONIQUE / CAL / Armoire;Electricité;Variable;Oscilloscope;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0373;MECATRONIQUE / CAL / Sensors and actuators ;Electricité;Variable;Capacitance, resisance and inductance measurement;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+ METROLOGIE;;
PLAST-60;CCAL0374;MECATRONIQUE / CAL / Armoire;Masse;Variable;Scale;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;KERN;;1,0
PLAST-60;CCAL0375;MECATRONIQUE / CAL / Armoire;/;/;VN1630A;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0376;MECATRONIQUE / CAL / Armoire;/;/;VN1630A;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0377;MECATRONIQUE / CAL / Armoire;/;/;VN1630A;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0378;MECATRONIQUE / CAL / Armoire;/;/;VN1630A;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0379;MECATRONIQUE / CAL / laboratoire composants;Chimie;Variable;Refractometer;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;K-patents;;
PLAST-60;CCAL0380;MECATRONIQUE / CAL / Armoire;/;/;CANcase XL;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0381;MECATRONIQUE / CAL / Armoire;/;/;CANcase XL;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0382;MECATRONIQUE / CAL / Armoire pont ;Electricité;Variable;Stabilised power supply;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CCAL0383;MECATRONIQUE / CAL / CSAA\ CE TEAM ARMOIRE;/;/;CAN/LIN INTERFACE;Non soumis à l'étalonnage;;P.L SMORAG;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;;;
PLAST-60;CCAL0384;MECATRONIQUE / CAL / Cuve 3;Température;Variable;Tempature sensor;Non soumis à l'étalonnage;;F. TETAUD;Etalonnage/Vérification;Mois;12;/;1;Jours;;;;1;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;1,0
PLAST-60;CCAL0385;MECATRONIQUE / CAL / p.A Guitard;/;/;CAN/LIN INTERFACE;Non soumis à l'étalonnage;;Guitard.;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;;;
PLAST-60;CCAL0386;MECATRONIQUE / CAL / Armoire;Pression;Variable;Pressure sensor;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;PLASTICOMNIUM;;
PLAST-60;CCAL0387;MECATRONIQUE / CAL / Armoire;Pression;Variable;Pressure sensor;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;PLASTICOMNIUM;;
PLAST-60;CCAL0388;MECATRONIQUE / CAL / Armoire;Pression;Variable;Pressure sensor;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;PLASTICOMNIUM;;
PLAST-60;CCAL0389;MECATRONIQUE / CAL / Armoire;Pression;Variable;Pressure sensor;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;PLASTICOMNIUM;;
PLAST-60;CCAL0390;MECATRONIQUE / CAL / Armoire;Pression;Variable;Pressure sensor;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;PLASTICOMNIUM;;
PLAST-60;CCAL0391;MECATRONIQUE / CAL / Armoire;Pression;Variable;Pressure sensor;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;PLASTICOMNIUM;;
PLAST-60;CCAL0392;MECATRONIQUE / CAL / Armoire;Pression;Variable;Pressure sensor;En service;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;PLASTICOMNIUM;;
PLAST-60;CCAL0393;MECATRONIQUE / CAL / Armoire;Pression;Variable;Pressure sensor;Perdu;;F. TETAUD;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;PLASTICOMNIUM;;
PLAST-60;CCAL0394;MECATRONIQUE / CAL / lOCAL PONT;/;/;KVASER;Non soumis à l'étalonnage;;S.DECAMPS;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;PLASTICOMNIUM;;
PLAST-60;CCAL0395;MECATRONIQUE / CAL / lOCAL PONT;/;/;KVASER;Non soumis à l'étalonnage;;S.DECAMPS;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;PLASTICOMNIUM;;
PLAST-60;CCAL0396;MECATRONIQUE / CAL / lOCAL PONT;/;/;KVASER;Non soumis à l'étalonnage;;S.DECAMPS;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;PLASTICOMNIUM;;
PLAST-60;CCAL0397;MECATRONIQUE / CAL / lOCAL PONT;/;/;KVASER;Non soumis à l'étalonnage;;S.DECAMPS;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;PLASTICOMNIUM;;
PLAST-60;CCAL0398;MECATRONIQUE / CAL / lOCAL PONT;/;/;KVASER;Non soumis à l'étalonnage;;S.DECAMPS;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;PLASTICOMNIUM;;
PLAST-60;CCAL0399;MECATRONIQUE / CAL / lOCAL PONT;/;/;KVASER;Non soumis à l'étalonnage;;S.DECAMPS;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;PLASTICOMNIUM;;
PLAST-60;CCAL0400;MECATRONIQUE / CAL / lOCAL PONT;/;/;PCAN RS232;Non soumis à l'étalonnage;;S.DECAMPS;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;PLASTICOMNIUM;;
PLAST-60;CCAL0401;MECATRONIQUE / CAL / lOCAL PONT;/;/;PCAN RS232;Non soumis à l'étalonnage;;S.DECAMPS;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;PLASTICOMNIUM;;
PLAST-60;CCAL0402;MECATRONIQUE / CAL / lOCAL PONT;/;/;PCAN RS232;Non soumis à l'étalonnage;;S.DECAMPS;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;PLASTICOMNIUM;;
PLAST-60;CCAL0403;MECATRONIQUE / CAL / lOCAL PONT;/;/;IPE HUB 2;Non soumis à l'étalonnage;;S.DECAMPS;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;PLASTICOMNIUM;;
